urn,name,la_name,type,phase,gender,status,admissions_policy,religious_character,easting,northing,lineage,lineage_open_date,grade_2020,grade_2020_published,grade_2020_urn,comparator_urns,comparator_names,comparator_dist_m,comparator_grades,comparator_median,first_fail,all_fails,research_candidate
102443,Queensmead School,Hillingdon,Foundation school,Secondary,Mixed,Closed,Non-selective,None,511763.0,185530.0,102443,1677-09-21,1.0,2008-03-19,102443,136711;101943;137198,Queensmead School;Islip Manor High School;Rooks Heath School,0;1078;1311,1;2;2,2.0,C1: closed 2011-04-30,C1: closed 2011-04-30,False
102446,Rosedale College,Hillingdon,Foundation school,Secondary,Mixed,Closed,Non-selective,None,509083.0,181288.0,102446,1677-09-21,1.0,2010-09-15,102446,137077;137078;145121,Rosedale College;Hewens College;Park Academy West London,0;1177;2208,2;3;4,3.0,C1: closed 2011-07-31,C1: closed 2011-07-31,False
133625,Ruislip High School,Hillingdon,Community school,Secondary,Mixed,Closed,Non-selective,Does not apply,510448.0,186302.0,133625,2006-09-01,1.0,2011-07-14,133625,140748;136711;137407,Ruislip High School;Queensmead School;Bishop Ramsey Church of England School,0;1525;1568,1;1;1,1.0,C1: closed 2014-03-31,C1: closed 2014-03-31 | C3: grade 1 not better than comparator median 1.0,False
140748,Ruislip High School,Hillingdon,Academy converter,Secondary,Mixed,Open,Non-selective,Does not apply,510448.0,186302.0,140748 < 133625,2006-09-01,1.0,2011-07-14,133625,136711;137407;142864,Queensmead School;Bishop Ramsey Church of England School;Pinner High School,1525;1568;2117,1;1;1,1.0,C3: grade 1 not better than comparator median 1.0,C3: grade 1 not better than comparator median 1.0,False
134797,Stockley Academy,Hillingdon,Academy sponsor led,Secondary,Mixed,Closed,Non-selective,Does not apply,506879.0,181159.0,134797 < 102427,1677-09-21,4.0,2015-09-07,134797,145121;137633;137078,Park Academy West London;Bishopshalt School;Hewens College,0;1477;1802,4;2;3,3.0,C1: closed 2017-08-31,C1: closed 2017-08-31 | C3: grade 4 not better than comparator median 3.0,False
102450,Swakeleys School,Hillingdon,Foundation school,Secondary,Girls,Closed,Non-selective,None,507941.0,183191.0,102450,1677-09-21,2.0,2010-03-05,102450,136631;102449;137078,Swakeleys School for Girls;Oak Wood School;Hewens College,0;131;1065,1;3;3,3.0,C1: closed 2011-03-31,C1: closed 2011-03-31,False
102448,The Douay Martyrs Catholic School,Hillingdon,Voluntary aided school,Secondary,Mixed,Closed,Non-selective,Roman Catholic,507926.0,185611.0,102448,1677-09-21,,,,137925;137635;102449,The Douay Martyrs Catholic School;Vyners School;Oak Wood School,0;1218;2420,2;1;3,2.0,C1: type Voluntary aided school; closed 2012-02-29,"C1: type Voluntary aided school; closed 2012-02-29 | C2 (GIAS): Non-selective, religious character Roman Catholic | C3: no grade in force on 2020-01-01",False
137925,The Douay Martyrs Catholic School,Hillingdon,Academy converter,Secondary,Mixed,Open,Non-selective,Roman Catholic,507926.0,185611.0,137925 < 102448,1677-09-21,2.0,2018-11-11,137925,137635;102449;136631,Vyners School;Oak Wood School;Swakeleys School for Girls,1218;2420;2420,1;3;1,1.0,"C2 (GIAS): Non-selective, religious character Roman Catholic","C2 (GIAS): Non-selective, religious character Roman Catholic | C3: grade 2 not better than comparator median 1.0",False
126937,Townmead School,Hillingdon,Community school,Secondary,Mixed,Closed,Non-selective,Does not apply,505809.0,178877.0,126937,1677-09-21,,,,145121;102451;137633,Park Academy West London;Harlington School;Bishopshalt School,2520;2825;3925,4;2;2,2.0,C1: closed 1993-08-31,C1: closed 1993-08-31 | C3: no grade in force on 2020-01-01,False
146375,UTC Heathrow,Hillingdon,University technical college,Secondary,Mixed,Open,,Does not apply,510444.0,190562.0,146375 < 140941,2014-09-01,3.0,2017-03-22,140941,137829;136519;137407,Northwood School;Haydon School;Bishop Ramsey Church of England School,70;1037;2700,1;1;1,1.0,C1: type University technical college,C1: type University technical college | C3: grade 3 not better than comparator median 1.0,False
102444,Uxbridge High School,Hillingdon,Foundation school,Secondary,Mixed,Closed,Non-selective,None,506018.0,183113.0,102444,1677-09-21,,,,136768;137633;102449,Uxbridge High School;Bishopshalt School;Oak Wood School,0;1039;1794,2;2;3,2.0,C1: closed 2011-05-31,C1: closed 2011-05-31 | C3: no grade in force on 2020-01-01,False
136768,Uxbridge High School,Hillingdon,Academy converter,Secondary,Mixed,Open,Non-selective,None,506018.0,183113.0,136768 < 102444,1677-09-21,2.0,2018-03-28,136768,137633;102449;136631,Bishopshalt School;Oak Wood School;Swakeleys School for Girls,1039;1794;1925,2;3;1,2.0,C3: grade 2 not better than comparator median 2.0,C3: grade 2 not better than comparator median 2.0,False
102442,Vyners School,Hillingdon,Foundation school,Secondary,Mixed,Closed,Non-selective,None,506711.0,185521.0,102442,1677-09-21,,,,137635;137925;136768,Vyners School;The Douay Martyrs Catholic School;Uxbridge High School,0;1218;2506,1;2;2,2.0,C1: closed 2011-10-31,C1: closed 2011-10-31 | C3: no grade in force on 2020-01-01,False
102536,Brentford School for Girls,Hounslow,Community school,Secondary,Girls,Closed,Non-selective,Does not apply,517692.0,177626.0,102536,1677-09-21,2.0,2011-10-19,102536,139095;102545;142654,Brentford School for Girls;Gunnersbury Catholic School;Ealing Fields Church of England High School,0;1035;1307,2;1;2,2.0,C1: closed 2012-11-30,C1: closed 2012-11-30 | C3: grade 2 not better than comparator median 2.0,False
139095,Brentford School for Girls,Hounslow,Academy converter,Secondary,Girls,Open,Non-selective,Does not apply,517692.0,177626.0,139095 < 102536,1677-09-21,2.0,2011-10-19,102536,102545;142654;139989,Gunnersbury Catholic School;Ealing Fields Church of England High School;The Green School for Girls,1035;1307;1463,1;2;1,1.0,C3: grade 2 not better than comparator median 1.0,C3: grade 2 not better than comparator median 1.0,False
102532,Chiswick Community School,Hounslow,Foundation school,Secondary,Mixed,Closed,Non-selective,None,520934.0,177319.0,102532,1677-09-21,,,,137907;136750;136208,Chiswick School;West London Free School;Lift Richmond Park,0;1930;2174,3;2;2,2.0,C1: closed 2012-02-29,C1: closed 2012-02-29 | C3: no grade in force on 2020-01-01,False
137907,Chiswick School,Hounslow,Academy converter,Secondary,Mixed,Open,Non-selective,None,520934.0,177319.0,137907 < 102532,1677-09-21,3.0,2017-10-26,137907,136750;136208;136172,West London Free School;Lift Richmond Park;Hammersmith Academy,1930;2174;2792,2;2;2,2.0,C3: grade 3 not better than comparator median 2.0,C3: grade 3 not better than comparator median 2.0,False
102540,Cranford Community College,Hounslow,Foundation school,Secondary,Mixed,Closed,Non-selective,None,510734.0,177722.0,102540,1677-09-21,2.0,2008-04-22,102540,136522;137729;102451,Cranford Community College;Featherstone High School;Harlington School,0;1879;2334,1;1;2,1.0,C1: closed 2011-03-31,C1: closed 2011-03-31 | C3: grade 2 not better than comparator median 1.0,False
102535,Feltham Community College,Hounslow,Foundation school,Secondary,Mixed,Closed,Non-selective,None,511218.0,172870.0,102535,1677-09-21,2.0,2010-04-01,102535,137618;138266;137009,Springwest Academy;Reach Academy Feltham;Rivers Academy West London,0;737;1702,2;1;2,2.0,C1: closed 2011-10-31,C1: closed 2011-10-31 | C3: grade 2 not better than comparator median 2.0,False
102544,"Gumley House RC Convent School, FCJ",Hounslow,Voluntary aided school,Secondary,Girls,Closed,Non-selective,Roman Catholic,516073.0,175779.0,102544,1677-09-21,,,,137928;139989;137940,"Gumley House RC Convent School, FCJ;The Green School for Girls;Isleworth and Syon School for Boys",0;1176;1495,2;1;2,2.0,C1: type Voluntary aided school; closed 2012-02-29,"C1: type Voluntary aided school; closed 2012-02-29 | C2 (GIAS): Non-selective, religious character Roman Catholic | C3: no grade in force on 2020-01-01",False
137928,"Gumley House RC Convent School, FCJ",Hounslow,Academy converter,Secondary,Girls,Open,Non-selective,Roman Catholic,516073.0,175779.0,137928 < 102544,1677-09-21,2.0,2018-11-12,137928,139989;137940;139276,The Green School for Girls;Isleworth and Syon School for Boys;Lift Kingsley,1176;1495;1990,1;2;2,2.0,"C2 (GIAS): Non-selective, religious character Roman Catholic","C2 (GIAS): Non-selective, religious character Roman Catholic | C3: grade 2 not better than comparator median 2.0",False
102545,Gunnersbury Catholic School,Hounslow,Voluntary aided school,Secondary,Boys,Open,Non-selective,Roman Catholic,517147.0,178506.0,102545,1677-09-21,1.0,2009-06-02,102545,142654;139095;131310,Ealing Fields Church of England High School;Brentford School for Girls;Elthorne Park High School,367;1035;1313,2;2;1,2.0,C1: type Voluntary aided school,"C1: type Voluntary aided school | C2 (GIAS): Non-selective, religious character Roman Catholic",False
102537,Heston Community School,Hounslow,Foundation school,Secondary,Mixed,Closed,Non-selective,None,513320.0,177368.0,102537,1677-09-21,2.0,2012-05-11,102537,138924;136341;139276,Heston Community School;Lampton Academy;Lift Kingsley,0;753;1625,2;1;2,2.0,C1: closed 2012-10-31,C1: closed 2012-10-31 | C3: grade 2 not better than comparator median 2.0,False
138924,Heston Community School,Hounslow,Academy converter,Secondary,Mixed,Open,Non-selective,None,513320.0,177368.0,138924 < 102537,1677-09-21,2.0,2012-05-11,102537,136341;139276;137995,Lampton Academy;Lift Kingsley;St Mark's Catholic School,753;1625;1761,1;2;1,1.0,C3: grade 2 not better than comparator median 1.0,C3: grade 2 not better than comparator median 1.0,False
102533,Hounslow Manor School,Hounslow,Community school,Secondary,Mixed,Closed,Non-selective,Does not apply,514089.0,175937.0,102533,1677-09-21,,,,139276;136341;137995,Lift Kingsley;Lampton Academy;St Mark's Catholic School,0;946;1120,2;1;1,1.0,C1: closed 2013-03-31,C1: closed 2013-03-31 | C3: no grade in force on 2020-01-01,False
102541,Isleworth and Syon School for Boys,Hounslow,Voluntary controlled school,Secondary,Boys,Closed,Non-selective,None,515270.0,177040.0,102541,1677-09-21,2.0,2010-06-10,102541,137940;139720;139989,Isleworth and Syon School for Boys;Nishkam School West London;The Green School for Girls,0;781;1158,2;1;1,1.0,C1: closed 2012-02-29,C1: closed 2012-02-29 | C3: grade 2 not better than comparator median 1.0,False
137940,Isleworth and Syon School for Boys,Hounslow,Academy converter,Secondary,Boys,Open,Non-selective,None,515270.0,177040.0,137940 < 102541,1677-09-21,2.0,2013-05-24,137940,139720;139989;137928,"Nishkam School West London;The Green School for Girls;Gumley House RC Convent School, FCJ",781;1158;1495,1;1;2,1.0,C3: grade 2 not better than comparator median 1.0,C3: grade 2 not better than comparator median 1.0,False
102538,Lampton School,Hounslow,Foundation school,Secondary,Mixed,Closed,Non-selective,None,513439.0,176624.0,102538,1677-09-21,1.0,2008-06-13,102538,136341;138924;139276,Lampton Academy;Heston Community School;Lift Kingsley,0;753;946,1;2;2,2.0,C1: closed 2010-08-31,C1: closed 2010-08-31,False
139276,Lift Kingsley,Hounslow,Academy sponsor led,Secondary,Mixed,Open,Non-selective,Does not apply,514089.0,175937.0,139276 < 102533,1677-09-21,2.0,2019-11-13,139276,136341;137995;137940,Lampton Academy;St Mark's Catholic School;Isleworth and Syon School for Boys,946;1120;1616,1;1;2,1.0,C3: grade 2 not better than comparator median 1.0,C3: grade 2 not better than comparator median 1.0,False
142781,Logic Studio School,Hounslow,Studio schools,Secondary,Mixed,Open,Non-selective,Does not apply,511218.0,172870.0,142781,2016-09-01,2.0,2019-04-29,142781,137618;138266;137009,Springwest Academy;Reach Academy Feltham;Rivers Academy West London,0;737;1702,2;1;2,2.0,C1: type Studio schools; opened 2016-09-01,C1: type Studio schools; opened 2016-09-01 | C3: grade 2 not better than comparator median 2.0,False
102534,Longford Community School,Hounslow,Community school,Secondary,Mixed,Closed,Non-selective,Does not apply,509821.0,173842.0,102534,1677-09-21,,,,137009;138266;137618,Rivers Academy West London;Reach Academy Feltham;Springwest Academy,0;1262;1702,2;1;2,2.0,C1: closed 2011-07-31,C1: closed 2011-07-31 | C3: no grade in force on 2020-01-01,False
139720,Nishkam School West London,Hounslow,Free schools,All-through,Mixed,Open,Not applicable,Sikh,515605.0,177746.0,139720,2013-09-09,1.0,2016-10-14,139720,137940;139989;131310,Isleworth and Syon School for Boys;The Green School for Girls;Elthorne Park High School,781;1173;1533,2;1;1,1.0,"C2 (GIAS): Not applicable, religious character Sikh","C2 (GIAS): Not applicable, religious character Sikh | C3: grade 1 not better than comparator median 1.0",False
143730,Reach Academy Hanworth Park,Hounslow,Free schools,All-through,Mixed,Open,Non-selective,None,510515.0,172769.0,143730,2024-09-01,,,,138266;137618;137009,Reach Academy Feltham;Springwest Academy;Rivers Academy West London,27;710;1278,1;2;2,2.0,C1: opened 2024-09-01,C1: opened 2024-09-01 | C3: no grade in force on 2020-01-01,False
137009,Rivers Academy West London,Hounslow,Academy converter,Secondary,Mixed,Open,Non-selective,Does not apply,509821.0,173842.0,137009 < 102534,1677-09-21,2.0,2019-03-04,137009,138266;137618;102539,Reach Academy Feltham;Springwest Academy;The Heathland School,1262;1702;3151,1;2;1,1.0,C3: grade 2 not better than comparator median 1.0,C3: grade 2 not better than comparator median 1.0,False
142126,Space Studio West London,Hounslow,Studio schools,Secondary,Mixed,Open,Non-selective,None,509821.0,173842.0,142126,2015-09-01,2.0,2018-02-07,142126,137009;138266;137618,Rivers Academy West London;Reach Academy Feltham;Springwest Academy,0;1262;1702,2;1;2,2.0,C1: type Studio schools; opened 2015-09-01,C1: type Studio schools; opened 2015-09-01 | C3: grade 2 not better than comparator median 2.0,False
137618,Springwest Academy,Hounslow,Academy converter,Secondary,Mixed,Open,Non-selective,None,511218.0,172870.0,137618 < 102535,1677-09-21,2.0,2014-10-21,137618,138266;137009;102539,Reach Academy Feltham;Rivers Academy West London;The Heathland School,737;1702;2321,1;2;1,1.0,C3: grade 2 not better than comparator median 1.0,C3: grade 2 not better than comparator median 1.0,False
102543,St Mark's Catholic School,Hounslow,Voluntary aided school,Secondary,Mixed,Closed,Non-selective,Roman Catholic,513010.0,175635.0,102543,1677-09-21,1.0,2009-02-24,102543,137995;136341;139276,St Mark's Catholic School;Lampton Academy;Lift Kingsley,0;1078;1120,1;1;2,1.0,C1: type Voluntary aided school; closed 2012-03-31,"C1: type Voluntary aided school; closed 2012-03-31 | C2 (GIAS): Non-selective, religious character Roman Catholic | C3: grade 1 not better than comparator median 1.0",False
137995,St Mark's Catholic School,Hounslow,Academy converter,Secondary,Mixed,Open,Non-selective,Roman Catholic,513010.0,175635.0,137995 < 102543,1677-09-21,1.0,2009-02-24,102543,136341;139276;102539,Lampton Academy;Lift Kingsley;The Heathland School,1078;1120;1183,1;2;1,1.0,"C2 (GIAS): Non-selective, religious character Roman Catholic","C2 (GIAS): Non-selective, religious character Roman Catholic | C3: grade 1 not better than comparator median 1.0",False
102542,The Green School,Hounslow,Voluntary aided school,Secondary,Girls,Closed,Non-selective,Church of England,516420.0,176903.0,102542,1677-09-21,1.0,2011-10-19,102542,139989;137940;139720,The Green School for Girls;Isleworth and Syon School for Boys;Nishkam School West London,0;1158;1173,1;2;1,1.0,C1: type Voluntary aided school; closed 2013-07-31,"C1: type Voluntary aided school; closed 2013-07-31 | C2 (GIAS): Non-selective, religious character Church of England | C3: grade 1 not better than comparator median 1.0",False
144515,The Green School for Boys,Hounslow,Free schools,Secondary,Boys,Open,,Church of England,516545.0,176757.0,144515,2017-09-03,,,,139989;137928;137940,"The Green School for Girls;Gumley House RC Convent School, FCJ;Isleworth and Syon School for Boys",192;1086;1306,1;2;2,2.0,C1: opened 2017-09-03,"C1: opened 2017-09-03 | C2 (GIAS): , religious character Church of England | C3: no grade in force on 2020-01-01",False
139989,The Green School for Girls,Hounslow,Academy converter,Secondary,Girls,Open,Non-selective,Church of England,516420.0,176903.0,139989 < 102542,1677-09-21,1.0,2011-10-19,102542,137940;139720;137928,"Isleworth and Syon School for Boys;Nishkam School West London;Gumley House RC Convent School, FCJ",1158;1173;1176,2;1;2,2.0,"C2 (GIAS): Non-selective, religious character Church of England","C2 (GIAS): Non-selective, religious character Church of England",False
