urn,name,la_name,type,phase,gender,status,admissions_policy,religious_character,easting,northing,lineage,lineage_open_date,grade_2020,grade_2020_published,grade_2020_urn,comparator_urns,comparator_names,comparator_dist_m,comparator_grades,comparator_median,first_fail,all_fails,research_candidate
147832,Ark Blake Academy,Croydon,Free schools,Secondary,Mixed,Open,Non-selective,None,533445.0,166426.0,147832,2020-09-01,,,,101814;101811;140952,St Mary's Catholic High School;Archbishop Tenison's CofE High School;Harris Invictus Academy Croydon,988;1315;1404,2;2;1,2.0,C1: opened 2020-09-01,C1: opened 2020-09-01 | C3: no grade in force on 2020-01-01,False
101808,Ashburton Community School,Croydon,Community school,Secondary,Mixed,Closed,Non-selective,Does not apply,534881.0,166671.0,101808,1677-09-21,,,,135968;140209;142040,Oasis Academy Shirley Park;Oasis Academy Arena;Orchard Park High School,23;1121;1700,2;3;2,2.0,C1: closed 2009-08-31,C1: closed 2009-08-31 | C3: no grade in force on 2020-01-01,False
101823,Coloma Convent Girls' School,Croydon,Voluntary aided school,Secondary,Girls,Closed,Non-selective,Roman Catholic,535681.0,165164.0,101823,1677-09-21,1.0,2010-03-05,101823,137772;135968;142040,Shirley High School Performing Arts College;Oasis Academy Shirley Park;Orchard Park High School,204;1690;1840,3;2;2,2.0,C1: type Voluntary aided school; closed 2022-10-31,"C1: type Voluntary aided school; closed 2022-10-31 | C2 (GIAS): Non-selective, religious character Roman Catholic",False
149347,Coloma Convent Girls' School,Croydon,Academy converter,Secondary,Girls,Open,Non-selective,Roman Catholic,535681.0,165164.0,149347 < 101823,1677-09-21,1.0,2010-03-05,101823,137772;135968;142040,Shirley High School Performing Arts College;Oasis Academy Shirley Park;Orchard Park High School,204;1690;1840,3;2;2,2.0,"C2 (GIAS): Non-selective, religious character Roman Catholic","C2 (GIAS): Non-selective, religious character Roman Catholic",False
101822,Coulsdon High School,Croydon,Foundation school,Secondary,Mixed,Closed,Non-selective,None,531809.0,157251.0,101822,1677-09-21,,,,135654;143808;138178,Oasis Academy Coulsdon;de Stafford School;Riddlesdown Collegiate,242;1937;3361,2;2;1,2.0,C1: closed 2008-08-31,C1: closed 2008-08-31 | C3: no grade in force on 2020-01-01,False
101819,Edenham High School,Croydon,Foundation school,Secondary,Mixed,Closed,Non-selective,None,536578.0,166771.0,101819,1677-09-21,2.0,2011-12-03,101819,142040;136586;137006,Orchard Park High School;Langley Park School for Boys;Langley Park School for Girls,0;1360;1551,2;2;2,2.0,C1: closed 2015-08-31,C1: closed 2015-08-31 | C3: grade 2 not better than comparator median 2.0,False
101809,Haling Manor High School,Croydon,Foundation school,Secondary,Mixed,Closed,Non-selective,None,531752.0,163271.0,101809,1677-09-21,3.0,2007-11-29,101809,135955;101821;101813,Harris Academy Purley;Thomas More Catholic School;St Andrew's CofE School,75;1270;1808,1;2;4,2.0,C1: closed 2009-08-31,C1: closed 2009-08-31 | C3: grade 3 not better than comparator median 2.0,False
139906,Harris Academy Upper Norwood,Croydon,Academy sponsor led,Secondary,Girls,Closed,Non-selective,Does not apply,532610.0,170018.0,139906 < 101805,1677-09-21,,,,131280;100624;138221,Virgo Fidelis Convent Senior School;The Norwood School;St Joseph's College,871;1116;1178,2;2;2,2.0,C1: closed 2017-08-31,C1: closed 2017-08-31 | C3: no grade in force on 2020-01-01,False
126812,John Ruskin High School,Croydon,Community school,Secondary,Mixed,Closed,Non-selective,Does not apply,536384.0,163149.0,126812,1677-09-21,,,,136203;137772;101823,The Quest Academy;Shirley High School Performing Arts College;Coloma Convent Girls' School,482;2102;2134,2;3;1,2.0,C1: closed 1988-08-31,C1: closed 1988-08-31 | C3: no grade in force on 2020-01-01,False
126819,John Ruskin Sixth Form College,Croydon,Community school,Secondary,,Closed,,Does not apply,,,126819,1677-09-21,,,,,,,,,C1: closed 1993-03-31; no coordinates,C1: closed 1993-03-31; no coordinates,False
139074,Meridian High School,Croydon,Academy sponsor led,Secondary,Mixed,Closed,Non-selective,Does not apply,539321.0,161259.0,139074 < 101810,1677-09-21,3.0,2015-04-20,139074,143846;136545;136203,Meridian High School;Charles Darwin School;The Quest Academy,0;3826;3892,3;2;2,2.0,C1: closed 2016-09-30,C1: closed 2016-09-30 | C3: grade 3 not better than comparator median 2.0,False
143846,Meridian High School,Croydon,Academy sponsor led,Secondary,Mixed,Open,,None,539321.0,161259.0,143846 < 139074 < 101810,1677-09-21,3.0,2019-05-20,143846,136545;136203;136644,Charles Darwin School;The Quest Academy;Hayes School,3826;3892;4737,2;2;1,2.0,C3: grade 3 not better than comparator median 2.0,C3: grade 3 not better than comparator median 2.0,False
137754,Norbury High School for Girls,Croydon,Academy converter,Secondary,Girls,Open,Non-selective,None,531181.0,169684.0,137754 < 101824,1677-09-21,2.0,2013-06-28,137754,138221;100590;100638,St Joseph's College;Woodmansterne School;Bishop Thomas Grant Catholic Secondary School,1189;1439;1573,2;2;1,2.0,C3: grade 2 not better than comparator median 2.0,C3: grade 2 not better than comparator median 2.0,False
101824,Norbury Manor Business and Enterprise College for Girls,Croydon,Foundation school,Secondary,Girls,Closed,Non-selective,None,531181.0,169684.0,101824,1677-09-21,1.0,2010-07-01,101824,137754;138221;100590,Norbury High School for Girls;St Joseph's College;Woodmansterne School,0;1189;1439,2;2;2,2.0,C1: closed 2011-12-31,C1: closed 2011-12-31,False
140209,Oasis Academy Arena,Croydon,Academy sponsor led,Secondary,Mixed,Open,Not applicable,None,534919.0,167791.0,140209,2015-09-01,3.0,2019-12-17,140209,135968;135249;142040,Oasis Academy Shirley Park;Harris Academy South Norwood;Orchard Park High School,1143;1238;1947,2;1;2,2.0,C1: opened 2015-09-01,C1: opened 2015-09-01 | C3: grade 3 not better than comparator median 2.0,False
135654,Oasis Academy Coulsdon,Croydon,Academy sponsor led,Secondary,Mixed,Open,Non-selective,Does not apply,531589.0,157353.0,135654 < 101822,1677-09-21,2.0,2015-03-26,135654,143808;138178;138928,de Stafford School;Riddlesdown Collegiate;Warlingham School,2178;3378;3682,2;1;2,2.0,C3: grade 2 not better than comparator median 2.0,C3: grade 2 not better than comparator median 2.0,False
135968,Oasis Academy Shirley Park,Croydon,Academy sponsor led,Secondary,Mixed,Open,Non-selective,Does not apply,534874.0,166649.0,135968 < 101808 < 101709 < 101710,1677-09-21,2.0,2019-06-16,135968,140209;101823;142040,Oasis Academy Arena;Coloma Convent Girls' School;Orchard Park High School,1143;1690;1708,3;1;2,2.0,C3: grade 2 not better than comparator median 2.0,C3: grade 2 not better than comparator median 2.0,False
142040,Orchard Park High School,Croydon,Academy sponsor led,Secondary,Mixed,Open,Non-selective,None,536578.0,166771.0,142040 < 101819,1677-09-21,2.0,2018-11-16,142040,136586;137006;135968,Langley Park School for Boys;Langley Park School for Girls;Oasis Academy Shirley Park,1360;1551;1708,2;2;2,2.0,C3: grade 2 not better than comparator median 2.0,C3: grade 2 not better than comparator median 2.0,False
126815,Purley Boys' High School,Croydon,Community school,Secondary,Boys,Closed,Non-selective,Does not apply,531095.0,157960.0,126815,1677-09-21,,,,135654;143808;138187,Oasis Academy Coulsdon;de Stafford School;Woodcote High School,783;2874;3105,2;2;2,2.0,C1: closed 1988-08-31,C1: closed 1988-08-31 | C3: no grade in force on 2020-01-01,False
126816,Purley Girls' High School,Croydon,Community school,Secondary,Girls,Closed,Non-selective,Does not apply,529653.0,159496.0,126816,1677-09-21,,,,138187;135654;103009,Woodcote High School;Oasis Academy Coulsdon;The John Fisher School,1198;2888;2899,2;2;2,2.0,C1: closed 1988-08-31,C1: closed 1988-08-31 | C3: no grade in force on 2020-01-01,False
126818,Purley Sixth Form College,Croydon,Community school,Secondary,,Closed,,Does not apply,,,126818,1677-09-21,,,,,,,,,C1: closed 1993-03-31; no coordinates,C1: closed 1993-03-31; no coordinates,False
101818,Riddlesdown Collegiate,Croydon,Foundation school,Secondary,Mixed,Closed,Non-selective,None,533324.0,160251.0,101818,1677-09-21,2.0,2011-11-07,101818,138178;138928;101821,Riddlesdown Collegiate;Warlingham School;Thomas More Catholic School,0;1619;3034,1;2;2,2.0,C1: closed 2012-05-31,C1: closed 2012-05-31 | C3: grade 2 not better than comparator median 2.0,False
126813,Selhurst Boys' High School,Croydon,Community school,Secondary,Boys,Closed,Non-selective,Does not apply,532743.0,167563.0,126813,1677-09-21,,,,101814;140952;135249,St Mary's Catholic High School;Harris Invictus Academy Croydon;Harris Academy South Norwood,1260;1447;1630,2;1;1,1.0,C1: closed 1988-08-31,C1: closed 1988-08-31 | C3: no grade in force on 2020-01-01,False
126814,Selhurst Girls' High School,Croydon,Community school,Secondary,Girls,Closed,Non-selective,Does not apply,532440.0,166172.0,126814,1677-09-21,,,,101814;140952;101813,St Mary's Catholic High School;Harris Invictus Academy Croydon;St Andrew's CofE School,164;412;1339,2;1;4,2.0,C1: closed 1988-08-31,C1: closed 1988-08-31 | C3: no grade in force on 2020-01-01,False
101804,Selhurst Mathematics and Computing Specialist School,Croydon,Community school,Secondary,Boys,Closed,Non-selective,Does not apply,532809.0,167432.0,101804,1677-09-21,,,,101814;140952;135249,St Mary's Catholic High School;Harris Invictus Academy Croydon;Harris Academy South Norwood,1151;1370;1669,2;1;1,1.0,C1: closed 2008-08-31,C1: closed 2008-08-31 | C3: no grade in force on 2020-01-01,False
101807,Selsdon High School,Croydon,Community school,Secondary,Mixed,Closed,Non-selective,Does not apply,535903.0,163120.0,101807,1677-09-21,,,,136203;101823;137772,The Quest Academy;Coloma Convent Girls' School;Shirley High School Performing Arts College,0;2056;2070,2;1;3,2.0,C1: closed 2010-08-31,C1: closed 2010-08-31 | C3: no grade in force on 2020-01-01,False
101825,Shirley High School Performing Arts College,Croydon,Foundation school,Secondary,Mixed,Closed,Non-selective,None,535883.0,165190.0,101825,1677-09-21,,,,137772;101823;142040,Shirley High School Performing Arts College;Coloma Convent Girls' School;Orchard Park High School,0;204;1727,3;1;2,2.0,C1: closed 2011-12-31,C1: closed 2011-12-31 | C3: no grade in force on 2020-01-01,False
137772,Shirley High School Performing Arts College,Croydon,Academy converter,Secondary,Mixed,Open,Non-selective,None,535883.0,165190.0,137772 < 101825,1677-09-21,3.0,2019-03-04,137772,101823;142040;135968,Coloma Convent Girls' School;Orchard Park High School;Oasis Academy Shirley Park,204;1727;1774,1;2;2,2.0,C3: grade 3 not better than comparator median 2.0,C3: grade 3 not better than comparator median 2.0,False
126820,St Andrew's CofE High School,Croydon,Voluntary controlled school,Secondary,,Closed,,None,,,126820,1677-09-21,,,,,,,,,C1: closed 1989-08-31; no coordinates,C1: closed 1989-08-31; no coordinates,False
101813,St Andrew's CofE School,Croydon,Voluntary aided school,Secondary,Mixed,Closed,Non-selective,Church of England,531669.0,165077.0,101813,1900-01-01,4.0,2019-03-27,101813,140952;101814;135955,Harris Invictus Academy Croydon;St Mary's Catholic High School;Harris Academy Purley,1274;1487;1825,1;2;1,1.0,C1: type Voluntary aided school; closed 2020-08-31,"C1: type Voluntary aided school; closed 2020-08-31 | C2 (GIAS): Non-selective, religious character Church of England | C3: grade 4 not better than comparator median 1.0",False
101820,St Joseph's College,Croydon,Voluntary aided school,Secondary,Boys,Closed,Non-selective,Roman Catholic,531693.0,170757.0,101820,1677-09-21,,,,138221;100624;131280,St Joseph's College;The Norwood School;Virgo Fidelis Convent Senior School,0;614;905,2;2;2,2.0,C1: type Voluntary aided school; closed 2012-05-31,"C1: type Voluntary aided school; closed 2012-05-31 | C2 (GIAS): Non-selective, religious character Roman Catholic | C3: no grade in force on 2020-01-01",False
138221,St Joseph's College,Croydon,Academy converter,Secondary,Boys,Open,Non-selective,Roman Catholic,531693.0,170757.0,138221 < 101820,1677-09-21,2.0,2016-05-19,138221,100624;131280;100638,The Norwood School;Virgo Fidelis Convent Senior School;Bishop Thomas Grant Catholic Secondary School,614;905;929,2;2;1,2.0,"C2 (GIAS): Non-selective, religious character Roman Catholic","C2 (GIAS): Non-selective, religious character Roman Catholic | C3: grade 2 not better than comparator median 2.0",False
101814,St Mary's Catholic High School,Croydon,Voluntary aided school,Secondary,Mixed,Open,Non-selective,Roman Catholic,532461.0,166335.0,101814,1677-09-21,2.0,2017-02-27,101814,140952;101813;101811,Harris Invictus Academy Croydon;St Andrew's CofE School;Archbishop Tenison's CofE High School,416;1487;1674,1;4;2,2.0,C1: type Voluntary aided school,"C1: type Voluntary aided school | C2 (GIAS): Non-selective, religious character Roman Catholic | C3: grade 2 not better than comparator median 2.0",False
101812,Stanley Technical High School for Boys,Croydon,Voluntary aided school,Secondary,Boys,Closed,Non-selective,None,533607.0,167088.0,101812,1677-09-21,,,,135968;101814;140209,Oasis Academy Shirley Park;St Mary's Catholic High School;Oasis Academy Arena,1341;1371;1488,2;2;3,2.0,C1: type Voluntary aided school; closed 2007-08-31,C1: type Voluntary aided school; closed 2007-08-31 | C3: no grade in force on 2020-01-01,False
126817,Sylvan High School,Croydon,Community school,Secondary,,Closed,,Does not apply,,,126817,1677-09-21,,,,,,,,,C1: closed 1990-08-31; no coordinates,C1: closed 1990-08-31; no coordinates,False
141210,The Archbishop Lanfranc Academy,Croydon,Academy sponsor led,Secondary,Mixed,Open,,None,530167.0,167455.0,141210 < 101826,1677-09-21,2.0,2017-05-12,141210,131897;140952;134003,Harris Academy Merton;Harris Invictus Academy Croydon;St Mark's Church of England Academy,1211;2210;2356,1;1;2,1.0,C3: grade 2 not better than comparator median 1.0,C3: grade 2 not better than comparator median 1.0,False
101826,The Archbishop Lanfranc School,Croydon,Foundation school,Secondary,Mixed,Closed,Non-selective,None,530167.0,167455.0,101826,1677-09-21,4.0,2013-10-23,101826,141210;131897;140952,The Archbishop Lanfranc Academy;Harris Academy Merton;Harris Invictus Academy Croydon,0;1211;2210,2;1;1,1.0,C1: closed 2014-08-31,C1: closed 2014-08-31 | C3: grade 4 not better than comparator median 1.0,False
136203,The Quest Academy,Croydon,Academy sponsor led,Secondary,Mixed,Open,Non-selective,Does not apply,535903.0,163120.0,136203 < 101807,1677-09-21,2.0,2015-06-25,136203,101823;137772;101811,Coloma Convent Girls' School;Shirley High School Performing Arts College;Archbishop Tenison's CofE High School,2056;2070;3040,1;3;2,2.0,C3: grade 2 not better than comparator median 2.0,C3: grade 2 not better than comparator median 2.0,False
101821,Thomas More Catholic School,Croydon,Voluntary aided school,Secondary,Mixed,Open,Non-selective,Roman Catholic,531024.0,162230.0,101821,1677-09-21,2.0,2019-06-03,101821,103009;135955;138187,The John Fisher School;Harris Academy Purley;Woodcote High School,966;1305;2079,2;1;2,2.0,C1: type Voluntary aided school,"C1: type Voluntary aided school | C2 (GIAS): Non-selective, religious character Roman Catholic | C3: grade 2 not better than comparator median 2.0",False
131280,Virgo Fidelis Convent Senior School,Croydon,Voluntary aided school,Secondary,Girls,Closed,Non-selective,Roman Catholic,532588.0,170889.0,131280,1997-09-01,2.0,2013-12-07,131280,100624;138221;136309,The Norwood School;St Joseph's College;Kingsdale Foundation School,404;905;1371,2;2;1,2.0,C1: type Voluntary aided school; closed 2021-08-31,"C1: type Voluntary aided school; closed 2021-08-31 | C2 (GIAS): Non-selective, religious character Roman Catholic | C3: grade 2 not better than comparator median 2.0",False
101805,Westwood Girls' College for Languages and Arts,Croydon,Community school,Secondary,Girls,Closed,Non-selective,Does not apply,532610.0,170018.0,101805,1677-09-21,,,,131280;100624;138221,Virgo Fidelis Convent Senior School;The Norwood School;St Joseph's College,871;1116;1178,2;2;2,2.0,C1: closed 2013-08-31,C1: closed 2013-08-31 | C3: no grade in force on 2020-01-01,False
101806,Woodcote High School,Croydon,Foundation school,Secondary,Mixed,Closed,Non-selective,Does not apply,529623.0,160694.0,101806,1677-09-21,,,,138187;103009;101821,Woodcote High School;The John Fisher School;Thomas More Catholic School,0;1729;2079,2;2;2,2.0,C1: closed 2012-05-31,C1: closed 2012-05-31 | C3: no grade in force on 2020-01-01,False
138187,Woodcote High School,Croydon,Academy converter,Secondary,Mixed,Open,Non-selective,Does not apply,529623.0,160694.0,138187 < 101806,1677-09-21,2.0,2015-02-12,138187,103009;101821;147538,The John Fisher School;Thomas More Catholic School;Oaks Park High School,1729;2079;2501,2;2;4,2.0,C3: grade 2 not better than comparator median 2.0,C3: grade 2 not better than comparator median 2.0,False
101932,Acton High School,Ealing,Community school,Secondary,Mixed,Closed,Non-selective,Does not apply,519461.0,179847.0,101932,1677-09-21,4.0,2017-05-24,101932,146318;137546;101941,Ark Acton Academy;Twyford Church of England High School;The Ellen Wilkinson School for Girls,78;556;1434,4;1;1,1.0,C1: closed 2018-08-31,C1: closed 2018-08-31 | C3: grade 4 not better than comparator median 1.0,False
145724,Ada Lovelace Church of England High School,Ealing,Free schools,Secondary,Mixed,Open,Non-selective,Church of England,518529.0,181385.0,145724,2018-09-01,,,,101941;137546;146318,The Ellen Wilkinson School for Girls;Twyford Church of England High School;Ark Acton Academy,427;1498;1724,1;1;4,1.0,C1: opened 2018-09-01,"C1: opened 2018-09-01 | C2 (GIAS): Non-selective, religious character Church of England | C3: no grade in force on 2020-01-01",False
134369,Alec Reed Academy,Ealing,Academy sponsor led,All-through,Mixed,Open,Non-selective,Does not apply,512270.0,183969.0,134369 < 101871 < 101929,1677-09-21,2.0,2015-05-21,134369,101943;101940;136711,Islip Manor High School;Greenford High School;Queensmead School,1088;1629;1641,2;1;1,1.0,C3: grade 2 not better than comparator median 1.0,C3: grade 2 not better than comparator median 1.0,False
146318,Ark Acton Academy,Ealing,Academy sponsor led,Secondary,Mixed,Open,Non-selective,Does not apply,519402.0,179898.0,146318 < 101932,1677-09-21,4.0,2017-05-24,101932,137546;101941;142654,Twyford Church of England High School;The Ellen Wilkinson School for Girls;Ealing Fields Church of England High School,531;1364;2387,1;1;2,1.0,C3: grade 4 not better than comparator median 1.0,C3: grade 4 not better than comparator median 1.0,False
147863,Ark Soane Academy,Ealing,Free schools,Secondary,Mixed,Open,Non-selective,None,519694.0,180150.0,147863,2021-09-01,,,,137546;146318;101941,Twyford Church of England High School;Ark Acton Academy;The Ellen Wilkinson School for Girls,233;386;1292,1;4;1,1.0,C1: opened 2021-09-01,C1: opened 2021-09-01 | C3: no grade in force on 2020-01-01,False
101939,Brentside High School,Ealing,Foundation school,Secondary,Mixed,Open,Non-selective,None,515266.0,182151.0,101939,1677-09-21,2.0,2011-07-07,101939,101934;137221;139725,The Cardinal Wiseman Catholic School;Drayton Manor High School;William Perkin Church of England High School,858;1214;1373,1;1;1,1.0,C3: grade 2 not better than comparator median 1.0,C3: grade 2 not better than comparator median 1.0,False
101930,Dormers Wells High School,Ealing,Community school,Secondary,Mixed,Closed,Non-selective,Does not apply,513408.0,181163.0,101930,1677-09-21,2.0,2012-06-15,101930,145348;101928;101934,Dormers Wells High School;Villiers High School;The Cardinal Wiseman Catholic School,0;1138;1309,2;1;1,1.0,C1: closed 2017-12-31,C1: closed 2017-12-31 | C3: grade 2 not better than comparator median 1.0,False
145348,Dormers Wells High School,Ealing,Academy converter,Secondary,Mixed,Open,Non-selective,Does not apply,513408.0,181163.0,145348 < 101930,1677-09-21,2.0,2012-06-15,101930,101928;101934;101940,Villiers High School;The Cardinal Wiseman Catholic School;Greenford High School,1138;1309;1473,1;1;1,1.0,C3: grade 2 not better than comparator median 1.0,C3: grade 2 not better than comparator median 1.0,False
101942,Drayton Manor High School,Ealing,Foundation school,Secondary,Mixed,Closed,Non-selective,None,515577.0,180978.0,101942,1677-09-21,2.0,2007-04-23,101942,137221;101939;101934,Drayton Manor High School;Brentside High School;The Cardinal Wiseman Catholic School,0;1214;1533,1;2;1,1.0,C1: closed 2011-07-31,C1: closed 2011-07-31 | C3: grade 2 not better than comparator median 1.0,False
137221,Drayton Manor High School,Ealing,Academy converter,Secondary,Mixed,Open,Non-selective,None,515577.0,180978.0,137221 < 101942,1677-09-21,1.0,2012-06-19,137221,101939;101934;131310,Brentside High School;The Cardinal Wiseman Catholic School;Elthorne Park High School,1214;1533;1823,2;1;1,1.0,C3: grade 1 not better than comparator median 1.0,C3: grade 1 not better than comparator median 1.0,False
142654,Ealing Fields Church of England High School,Ealing,Free schools,Secondary,Mixed,Open,,Church of England,517254.0,178857.0,142654,2016-09-05,2.0,2019-09-10,142654,102545;131310;139095,Gunnersbury Catholic School;Elthorne Park High School;Brentford School for Girls,367;1264;1307,1;1;2,1.0,C1: opened 2016-09-05,"C1: opened 2016-09-05 | C2 (GIAS): , religious character Church of England | C3: grade 2 not better than comparator median 1.0",False
126877,Ealing Green High School,Ealing,Community school,Secondary,Mixed,Closed,,Does not apply,517582.0,180399.0,126877,1677-09-21,,,,101941;142654;146318,The Ellen Wilkinson School for Girls;Ealing Fields Church of England High School;Ark Acton Academy,1519;1576;1888,1;2;4,2.0,C1: closed 1992-08-31,C1: closed 1992-08-31 | C3: no grade in force on 2020-01-01,False
131310,Elthorne Park High School,Ealing,Community school,Secondary,Mixed,Open,Non-selective,Does not apply,516042.0,179215.0,131310,1998-09-01,1.0,2019-04-04,131310,142654;102545;139720,Ealing Fields Church of England High School;Gunnersbury Catholic School;Nishkam School West London,1264;1313;1533,2;1;1,1.0,C3: grade 1 not better than comparator median 1.0,C3: grade 1 not better than comparator median 1.0,False
101931,Featherstone High School,Ealing,Community school,Secondary,Mixed,Closed,Non-selective,Does not apply,512061.0,179053.0,101931,1677-09-21,1.0,2007-02-01,101931,137729;136329;101928,Featherstone High School;Guru Nanak Sikh Academy;Villiers High School,0;1298;1386,1;2;1,1.0,C1: closed 2011-11-30,C1: closed 2011-11-30 | C3: grade 1 not better than comparator median 1.0,False
137729,Featherstone High School,Ealing,Academy converter,Secondary,Mixed,Open,Non-selective,Does not apply,512061.0,179053.0,137729 < 101931,1677-09-21,1.0,2015-02-26,137729,136329;101928;136522,Guru Nanak Sikh Academy;Villiers High School;Cranford Community College,1298;1386;1879,2;1;1,1.0,C3: grade 1 not better than comparator median 1.0,C3: grade 1 not better than comparator median 1.0,False
101940,Greenford High School,Ealing,Foundation school,Secondary,Mixed,Open,Non-selective,None,513180.0,182618.0,101940,1677-09-21,1.0,2011-11-29,101940,101934;145348;139725,The Cardinal Wiseman Catholic School;Dormers Wells High School;William Perkin Church of England High School,1394;1473;1587,1;2;1,1.0,C3: grade 1 not better than comparator median 1.0,C3: grade 1 not better than comparator median 1.0,False
101943,Islip Manor High School,Ealing,Foundation school,Secondary,Mixed,Open,Non-selective,None,512687.0,184974.0,101943,1677-09-21,2.0,2015-09-07,101943,136711;134369;137198,Queensmead School;Alec Reed Academy;Rooks Heath School,1078;1088;1134,1;2;2,2.0,C3: grade 2 not better than comparator median 2.0,C3: grade 2 not better than comparator median 2.0,False
101934,The Cardinal Wiseman Catholic School,Ealing,Voluntary aided school,Secondary,Mixed,Open,Non-selective,Roman Catholic,514424.0,181988.0,101934,1677-09-21,1.0,2018-09-10,101934,101939;145348;139725,Brentside High School;Dormers Wells High School;William Perkin Church of England High School,858;1309;1368,2;2;1,2.0,C1: type Voluntary aided school,"C1: type Voluntary aided school | C2 (GIAS): Non-selective, religious character Roman Catholic",False
101929,The Compton High School and Sports College,Ealing,Community school,Secondary,Mixed,Closed,Non-selective,Does not apply,512270.0,183969.0,101929,1677-09-21,,,,134369;101943;101940,Alec Reed Academy;Islip Manor High School;Greenford High School,0;1088;1629,2;2;1,2.0,C1: closed 2003-09-01,C1: closed 2003-09-01 | C3: no grade in force on 2020-01-01,False
101933,Twyford Church of England High School,Ealing,Voluntary aided school,Secondary,Mixed,Closed,Non-selective,Church of England,519635.0,180375.0,101933,1677-09-21,1.0,2007-05-14,101933,137546;146318;101941,Twyford Church of England High School;Ark Acton Academy;The Ellen Wilkinson School for Girls,0;531;1082,1;4;1,1.0,C1: type Voluntary aided school; closed 2011-09-30,"C1: type Voluntary aided school; closed 2011-09-30 | C2 (GIAS): Non-selective, religious character Church of England | C3: grade 1 not better than comparator median 1.0",False
137546,Twyford Church of England High School,Ealing,Academy converter,Secondary,Mixed,Open,Non-selective,Church of England,519635.0,180375.0,137546 < 101933,1677-09-21,1.0,2012-05-22,137546,146318;101941;143129,Ark Acton Academy;The Ellen Wilkinson School for Girls;Phoenix Academy,531;1082;2778,4;1;2,2.0,"C2 (GIAS): Non-selective, religious character Church of England","C2 (GIAS): Non-selective, religious character Church of England",False
139725,William Perkin Church of England High School,Ealing,Free schools,Secondary,Mixed,Open,Non-selective,Church of England,514590.0,183346.0,139725,2013-09-01,1.0,2015-07-10,139725,101934;101939;101940,The Cardinal Wiseman Catholic School;Brentside High School;Greenford High School,1368;1373;1587,1;2;1,1.0,"C2 (GIAS): Non-selective, religious character Church of England","C2 (GIAS): Non-selective, religious character Church of England | C3: grade 1 not better than comparator median 1.0",False
147536,AIM Academy North London,Enfield,Academy sponsor led,Secondary,Mixed,Open,,None,535338.0,194480.0,147536 < 136157 < 102051,1677-09-21,4.0,2019-01-13,136157,135958;139599;143197,Oasis Academy Hadley;Heron Hall Academy;Edmonton County School,1215;1486;2229,2;2;2,2.0,C3: grade 4 not better than comparator median 2.0,C3: grade 4 not better than comparator median 2.0,False
102057,Albany School,Enfield,Foundation school,Secondary,Mixed,Closed,Non-selective,None,535819.0,198272.0,102057,1677-09-21,3.0,2008-10-23,102057,139815;134311;102058,Ark John Keats Academy;Oasis Academy Enfield;St Ignatius College,109;1211;1434,1;2;2,2.0,C1: closed 2009-08-31,C1: closed 2009-08-31 | C3: grade 3 not better than comparator median 2.0,False
102052,Bishop Stopford's School,Enfield,Voluntary aided school,Secondary,Mixed,Open,Non-selective,Church of England,534676.0,197189.0,102052,1677-09-21,2.0,2015-01-30,102052,136327;139599;139815,Kingsmead School;Heron Hall Academy;Ark John Keats Academy,858;1303;1558,2;2;1,2.0,C1: type Voluntary aided school,"C1: type Voluntary aided school | C2 (GIAS): Non-selective, religious character Church of England | C3: grade 2 not better than comparator median 2.0",False
102049,Chace Community School,Enfield,Community school,Secondary,Mixed,Open,Non-selective,Does not apply,533134.0,197520.0,102049,1677-09-21,3.0,2018-07-20,102049,102048;137094;136327,Enfield County School for Girls;Enfield Grammar School;Kingsmead School,874;970;1523,1;2;2,2.0,C3: grade 3 not better than comparator median 2.0,C3: grade 3 not better than comparator median 2.0,False
102043,Edmonton County School,Enfield,Community school,All-through,Mixed,Closed,Non-selective,Does not apply,533832.0,194710.0,102043,1677-09-21,2.0,2015-01-08,102043,143197;147536;139599,Edmonton County School;AIM Academy North London;Heron Hall Academy,777;1523;1648,2;4;2,2.0,C1: closed 2016-08-31,C1: closed 2016-08-31 | C3: grade 2 not better than comparator median 2.0,False
143197,Edmonton County School,Enfield,Academy converter,All-through,Mixed,Open,Non-selective,Does not apply,533110.0,194422.0,143197 < 102043,1677-09-21,2.0,2015-01-08,102043,102045;136147;147536,Winchmore School;Lift Aylward;AIM Academy North London,1098;1702;2229,2;2;4,2.0,C3: grade 2 not better than comparator median 2.0,C3: grade 2 not better than comparator median 2.0,False
102059,Enfield Grammar School,Enfield,Foundation school,Secondary,Boys,Closed,Non-selective,None,532700.0,196652.0,102059,1677-09-21,,,,137094;102048;102049,Enfield Grammar School;Enfield County School for Girls;Chace Community School,0;140;970,2;1;3,2.0,C1: closed 2011-07-31,C1: closed 2011-07-31 | C3: no grade in force on 2020-01-01,False
137094,Enfield Grammar School,Enfield,Academy converter,Secondary,Boys,Open,Non-selective,None,532700.0,196652.0,137094 < 102059,1677-09-21,2.0,2018-10-18,137094,102048;102049;136327,Enfield County School for Girls;Chace Community School;Kingsmead School,140;970;1538,1;3;2,2.0,C3: grade 2 not better than comparator median 2.0,C3: grade 2 not better than comparator median 2.0,False
